# id	name	slot  (from equipment-models.json, cache revision 2026-08-04)
27365	Masori assembler max cape (l)	cape
27366	Masori assembler max hood	head
27370	Mask of rebirth	head
27374	Masori assembler	cape
27376	Masori assembler (l)	cape
27388	Adventurer's top (t1)	torso
27390	Adventurer's trousers (t1)	legs
27392	Adventurer's hood (t1)	head
27394	Adventurer's boots (t1)	boots
27396	Adventurer's top (t2)	torso
27398	Adventurer's trousers (t2)	legs
27400	Adventurer's hood (t2)	head
27402	Adventurer's boots (t2)	boots
27404	Adventurer's top (t3)	torso
27406	Adventurer's trousers (t3)	legs
27408	Adventurer's hood (t3)	head
27410	Adventurer's boots (t3)	boots
27412	Adventurer's vambraces	hands
27414	Giant stopwatch	weapon
27416	Speedy teleport scroll	weapon
27418	Bronze speedrun trophy	weapon
27420	Silver speedrun trophy	weapon
27422	Gold speedrun trophy	weapon
27424	Platinum speedrun trophy	weapon
27428	Hood of ruin	head
27430	Robe top of ruin	torso
27432	Robe bottom of ruin	legs
27434	Gloves of ruin	hands
27436	Socks of ruin	boots
27438	Cloak of ruin	cape
27440	Infinite money bag	cape
27442	Adventurer's cape	cape
27444	Graceful hood	head
27446	Graceful hood	head
27447	Graceful cape	cape
27449	Graceful cape	cape
27450	Graceful top	torso
27452	Graceful top	torso
27453	Graceful legs	legs
27455	Graceful legs	legs
27456	Graceful gloves	hands
27458	Graceful gloves	hands
27459	Graceful boots	boots
27461	Graceful boots	boots
27463	Treat cauldron	shield
27465	Treat cauldron	shield
27467	Treat cauldron	shield
27469	Treat cauldron	shield
27471	Treat cauldron	shield
27473	Witch hat	head
27475	Witch top	torso
27477	Witch robes	legs
27479	Witch boots	boots
27481	Witch cape	cape
27497	Halloween wig	head
27499	Halloween wig	head
27501	Halloween wig	head
27503	Halloween wig	head
27505	Halloween wig	head
27507	Halloween wig	head
27546	Anim offhand	?
27548	Anim offhand	?
27550	Ghommal's avernic defender 5	shield
27551	Ghommal's avernic defender 5 (l)	shield
27552	Ghommal's avernic defender 6	shield
27553	Ghommal's avernic defender 6 (l)	shield
27558	Sack of coal	cape
27564	Santa's list	cape
27566	Christmas jumper	torso
27568	Snow goggles & hat	head
27570	Sack of coal	cape
27572	Festive nutcracker top	torso
27574	Festive nutcracker trousers	legs
27576	Festive nutcracker hat	head
27578	Festive nutcracker boots	boots
27580	Festive nutcracker staff	weapon
27582	Sweet nutcracker top	torso
27583	Sweet nutcracker trousers	legs
27584	Sweet nutcracker hat	head
27585	Sweet nutcracker boots	boots
27586	Sweet nutcracker staff	weapon
27588	Festive games crown	head
27610	Venator bow	weapon
27612	Venator bow (uncharged)	weapon
27624	Ancient sceptre	weapon
27626	Ancient sceptre (l)	weapon
27645	Mystic cards	weapon
27652	Webweaver bow (u)	weapon
27655	Webweaver bow	weapon
27657	Ursine chainmace (u)	weapon
27660	Ursine chainmace	weapon
27662	Accursed sceptre (u)	weapon
27665	Accursed sceptre	weapon
27676	Accursed sceptre (au)	weapon
27679	Accursed sceptre (a)	weapon
27690	Voidwaker	weapon
27697	Crystal body	torso
27699	Crystal body (inactive)	torso
27701	Crystal legs	legs
27703	Crystal legs (inactive)	legs
27705	Crystal helm	head
27707	Crystal helm (inactive)	head
27709	Crystal body	torso
27711	Crystal body (inactive)	torso
27713	Crystal legs	legs
27715	Crystal legs (inactive)	legs
27717	Crystal helm	head
27719	Crystal helm (inactive)	head
27721	Crystal body	torso
27723	Crystal body (inactive)	torso
27725	Crystal legs	legs
27727	Crystal legs (inactive)	legs
27729	Crystal helm	head
27731	Crystal helm (inactive)	head
27733	Crystal body	torso
27735	Crystal body (inactive)	torso
27737	Crystal legs	legs
27739	Crystal legs (inactive)	legs
27741	Crystal helm	head
27743	Crystal helm (inactive)	head
27745	Crystal body	torso
27747	Crystal body (inactive)	torso
27749	Crystal legs	legs
27751	Crystal legs (inactive)	legs
27753	Crystal helm	head
27755	Crystal helm (inactive)	head
27757	Crystal body	torso
27759	Crystal body (inactive)	torso
27761	Crystal legs	legs
27763	Crystal legs (inactive)	legs
27765	Crystal helm	head
27767	Crystal helm (inactive)	head
27769	Crystal body	torso
27771	Crystal body (inactive)	torso
27773	Crystal legs	legs
27775	Crystal legs (inactive)	legs
27777	Crystal helm	head
27779	Crystal helm (inactive)	head
27783	Diamond speedrun trophy	weapon
27785	Thammaron's sceptre (au)	weapon
27788	Thammaron's sceptre (a)	weapon
27802	Gnome child backpack	cape
27804	Cake hat	head
27806	Bob the cat slippers	boots
27807	Null	boots
27808	Jad slippers	boots
27810	Dragon candle dagger	weapon
27812	10th birthday cape	cape
27814	Jad plush	shield
27816	Stray dog plush	shield
27817	Null	shield
27818	Gnome child plush	shield
27819	Null	shield
27820	10th birthday balloons	weapon
27822	Oldschool jumper	torso
27823	Oldschool jumper	torso
27824	Oldschool jumper	torso
27825	Oldschool jumper	torso
27826	Oldschool jumper	torso
27827	Oldschool jumper	torso
27828	Silver partyhat	head
27831	Vesta's chainbody (bh)	torso
27832	Vesta's plateskirt (bh)	legs
27833	Statius's full helm (bh)	head
27834	Statius's platebody (bh)	torso
27835	Statius's platelegs (bh)	legs
27836	Morrigan's coif (bh)	head
27837	Morrigan's leather body (bh)	torso
27838	Morrigan's leather chaps (bh)	legs
27839	Zuriel's hood (bh)	head
27840	Zuriel's robe top (bh)	torso
27841	Zuriel's robe bottom (bh)	legs
27842	Corrupted vesta's chainbody (bh)	torso
27843	Corrupted vesta's plateskirt (bh)	legs
27844	Corrupted statius's full helm (bh)	head
27845	Corrupted statius's platebody (bh)	torso
27846	Corrupted statius's platelegs (bh)	legs
27847	Corrupted morrigan's coif (bh)	head
27848	Corrupted morrigan's leather body (bh)	torso
27849	Corrupted morrigan's leather chaps (bh)	legs
27850	Corrupted zuriel's hood (bh)	head
27851	Corrupted zuriel's robe top (bh)	torso
27852	Corrupted zuriel's robe bottom (bh)	legs
27853	Dark bow (bh)	weapon
27855	Barrelchest anchor (bh)	weapon
27857	Dragon mace (bh)	weapon
27859	Dragon longsword (bh)	weapon
27861	Abyssal dagger (bh)	weapon
27863	Abyssal dagger (bh)(p)	weapon
27865	Abyssal dagger (bh)(p+)	weapon
27867	Abyssal dagger (bh)(p++)	weapon
27869	Voidwaker	weapon
27871	Giant bronze dagger	weapon
27873	Eastfloor spade	?
27875	Nest hat	head
27877	Nest hat	head
27900	Vesta's spear (bh)	weapon
27904	Vesta's longsword (bh)	weapon
27908	Statius's warhammer (bh)	weapon
27912	Morrigan's throwing axe (bh)	weapon
27916	Morrigan's javelin (bh)	weapon
27920	Zuriel's staff (bh)	weapon
28019	Dragon dagger (cr)	weapon
28021	Dragon dagger (p)(cr)	weapon
28023	Dragon dagger (p+)(cr)	weapon
28025	Dragon dagger (p++)(cr)	weapon
28027	Dragon mace (cr)	weapon
28029	Dragon sword (cr)	weapon
28031	Dragon scimitar (cr)	weapon
28033	Dragon longsword (cr)	weapon
28035	Dragon warhammer (cr)	weapon
28037	Dragon battleaxe (cr)	weapon
28039	Dragon claws (cr)	weapon
28041	Dragon spear (cr)	weapon
28043	Dragon spear (p)(cr)	weapon
28045	Dragon spear (p+)(cr)	weapon
28047	Dragon spear (p++)(cr)	weapon
28049	Dragon halberd (cr)	weapon
28051	Dragon 2h sword (cr)	weapon
28053	Dragon crossbow (cr)	weapon
28055	Dragon boots (cr)	boots
28057	Dragon med helm (cr)	head
28059	Dragon sq shield (cr)	shield
28061	Dragon platelegs (cr)	legs
28063	Dragon plateskirt (cr)	legs
28065	Dragon chainbody (cr)	torso
28067	Fighter torso (or)	torso
28069	Fighter torso (l)(or)	torso
28070	Helm of neitiznot (or)	head
28108	Colourful scarf	amulet
28109	Colourful scarf	amulet
28110	Colourful scarf	amulet
28111	Colourful scarf	amulet
28112	Colourful scarf	amulet
28113	Colourful scarf	amulet
28114	Colourful scarf	amulet
28115	Colourful scarf	amulet
28116	Rainbow jumper	torso
28118	Colourful jumper	torso
28119	Colourful jumper	torso
28120	Colourful jumper	torso
28121	Colourful jumper	torso
28122	Colourful jumper	torso
28123	Colourful jumper	torso
28124	Colourful jumper	torso
28125	Colourful jumper	torso
28126	Poet's jacket	torso
28128	Love crossbow	weapon
28136	Forestry kit	cape
28140	Log basket	cape
28142	Open log basket	cape
28143	Forestry basket	cape
28145	Open forestry basket	cape
28169	Forestry top	torso
28171	Forestry legs	legs
28173	Forestry hat	head
28175	Forestry boots	boots
28196	Bronze felling axe	weapon
28199	Iron felling axe	weapon
28202	Steel felling axe	weapon
28205	Black felling axe	weapon
28208	Mithril felling axe	weapon
28211	Adamant felling axe	weapon
28214	Rune felling axe	weapon
28217	Dragon felling axe	weapon
28220	Crystal felling axe	weapon
28223	Crystal felling axe (inactive)	weapon
28226	3rd age felling axe	weapon
28254	Sanguine torva full helm	head
28256	Sanguine torva platebody	torso
28258	Sanguine torva platelegs	legs
28260	Blood ancient sceptre	weapon
28262	Ice ancient sceptre	weapon
28264	Smoke ancient sceptre	weapon
28266	Shadow ancient sceptre	weapon
28338	Soulreaper axe	weapon
28363	Very long rope	?
28426	Magic lantern	shield
28473	Blood ancient sceptre (l)	weapon
28474	Ice ancient sceptre (l)	weapon
28475	Smoke ancient sceptre (l)	weapon
28476	Shadow ancient sceptre (l)	weapon
28531	Corrupted voidwaker	weapon
28534	Corrupted dragon claws	weapon
28537	Corrupted armadyl godsword	weapon
28540	Corrupted twisted bow	weapon
28543	Corrupted scythe of vitur	weapon
28545	Corrupted scythe of vitur (uncharged)	weapon
28547	Corrupted tumeken's shadow	weapon
28549	Corrupted tumeken's shadow (uncharged)	weapon
28555	Starter bow	weapon
28557	Starter staff	weapon
28559	Starter sword	weapon
28577	Crystal chime	weapon
28583	Warped sceptre (uncharged)	weapon
28585	Warped sceptre	weapon
28601	Cobweb cape	cape
28603	Spider hat	head
28605	Spider hat	head
28607	Spider hat	head
28609	Spider hat	head
28611	Spider hat	head
28616	Pheasant cape	cape
28618	Pheasant boots	boots
28620	Pheasant hat	head
28622	Pheasant legs	legs
28624	Pheasant tail feathers	?
28630	Twitcher's gloves	hands
28632	null	?
28633	null	?
28634	null	?
28635	null	?
28636	null	?
28637	null	?
28638	null	?
28639	null	?
28640	null	?
28641	null	?
28642	null	?
28643	null	?
28655	Petal garland	amulet
28671	Web cloak	cape
28672	Fancier boots	boots
28682	Dinh's blazing bulwark	weapon
28687	Blazing blowpipe (empty)	weapon
28688	Blazing blowpipe	weapon
28693	Trailblazer reloaded alchemy scroll	?
28696	Trailblazer reloaded vengeance scroll	?
28699	Trailblazer reloaded death scroll	?
28702	Trailblazer reloaded banner	weapon
28705	Trailblazer reloaded home teleport scroll	weapon
28708	Trailblazer reloaded rejuvenation pool scroll	weapon
28712	Trailblazer reloaded headband (t1)	head
28715	Trailblazer reloaded top (t1)	torso
28718	Trailblazer reloaded trousers (t1)	legs
28721	Trailblazer reloaded boots (t1)	boots
28724	Trailblazer reloaded headband (t2)	head
28727	Trailblazer reloaded top (t2)	torso
28730	Trailblazer reloaded trousers (t2)	legs
28733	Trailblazer reloaded boots (t2)	boots
28736	Trailblazer reloaded headband (t3)	head
28739	Trailblazer reloaded top (t3)	torso
28742	Trailblazer reloaded trousers (t3)	legs
28745	Trailblazer reloaded boots (t3)	boots
28748	Trailblazer reloaded torch	weapon
28751	Trailblazer reloaded dragon trophy	weapon
28753	Trailblazer reloaded rune trophy	weapon
28755	Trailblazer reloaded adamant trophy	weapon
28757	Trailblazer reloaded mithril trophy	shield
28759	Trailblazer reloaded steel trophy	shield
28761	Trailblazer reloaded iron trophy	shield
28763	Trailblazer reloaded bronze trophy	shield
28765	Globetrotter pendant	amulet
28771	Searing boots	boots
28773	Sage's axe	weapon
28775	Ruinous powers	shield
28786	Icy jumper	torso
28788	Snowglobe helmet	head
28792	Bone mace	weapon
28794	Bone shortbow	weapon
28796	Bone staff	weapon
28807	Shield of arrav	shield
28810	Zombie axe	weapon
28834	Tecu salamander	weapon
28839	Wood camo top	torso
28842	Wood camo legs	legs
28845	Jungle camo top	torso
28848	Jungle camo legs	legs
28851	Desert camo top	torso
28854	Desert camo legs	legs
28857	Polar camo top	torso
28860	Polar camo legs	legs
28869	Hunters' sunlight crossbow	weapon
28902	Dizana's max cape	cape
28904	Dizana's max hood	head
28906	Dizana's max cape (l)	cape
28919	Tonalztics of ralos (uncharged)	weapon
28922	Tonalztics of ralos	weapon
28933	Sunfire fanatic helm	head
28936	Sunfire fanatic cuirass	torso
28939	Sunfire fanatic chausses	legs
28945	Echo boots	boots
28947	Dizana's quiver (uncharged)	cape
28949	Dizana's quiver (l) (uncharged)	cape
28951	Dizana's quiver	cape
28953	Dizana's quiver (l)	cape
28955	Blessed dizana's quiver	cape
28957	Blessed dizana's quiver (l)	cape
28975	Quetzal feed	?
28988	Blue moon spear	weapon
28997	Dual macuahuitl	weapon
29000	Eclipse atlatl	weapon
29003	null	weapon
29004	Eclipse moon chestplate	torso
29007	Eclipse moon tassets	legs
29010	Eclipse moon helm	head
29013	Blue moon chestplate	torso
29016	Blue moon tassets	legs
29019	Blue moon helm	head
29022	Blood moon chestplate	torso
29025	Blood moon tassets	legs
29028	Blood moon helm	head
29031	Eclipse moon chestplate	torso
29033	Eclipse moon tassets	legs
29035	Eclipse moon helm	head
29037	Blue moon chestplate	torso
29039	Blue moon tassets	legs
29041	Blue moon helm	head
29043	Blood moon chestplate	torso
29045	Blood moon tassets	legs
29047	Blood moon helm	head
29049	Eclipse moon chestplate (broken)	torso
29052	Eclipse moon tassets (broken)	legs
29055	Eclipse moon helm (broken)	head
29058	Blue moon chestplate (broken)	torso
29061	Blue moon tassets (broken)	legs
29064	Blue moon helm (broken)	head
29067	Blood moon chestplate (broken)	torso
29070	Blood moon tassets (broken)	legs
29073	Blood moon helm (broken)	head
29084	Sulphur blades	weapon
29263	Guild hunter headwear	head
29265	Guild hunter top	torso
29267	Guild hunter legs	legs
29269	Guild hunter boots	boots
29277	Trapper's tipple	weapon
29280	Mixed hide top	torso
29283	Mixed hide legs	legs
29286	Mixed hide boots	boots
29289	Mixed hide cape	cape
29305	Hunter's spear	weapon
29430	null	weapon
29433	Book of egg	shield
29435	Book of egg	shield
29437	Egg priest robe	legs
29439	Egg priest robe top	torso
29441	Egg priest necklace	amulet
29443	Egg priest mitre	head
29472	Prospector helmet	head
29474	Prospector jacket	torso
29476	Prospector legs	legs
29478	Prospector boots	boots
29486	Cursed amulet of magic	amulet
29489	Rainbow cape	cape
29491	Colourful cape	cape
29493	Colourful cape	cape
29495	Colourful cape	cape
29497	Colourful cape	cape
29499	Colourful cape	cape
29501	Colourful cape	cape
29503	Colourful cape	cape
29505	Colourful cape	cape
29507	Rainbow crown shirt	torso
29509	Colourful crown shirt	torso
29510	Colourful crown shirt	torso
29511	Colourful crown shirt	torso
29512	Colourful crown shirt	torso
29513	Colourful crown shirt	torso
29514	Colourful crown shirt	torso
29515	Colourful crown shirt	torso
29516	Colourful crown shirt	torso
29521	Dirty shirt	?
29560	Elite black full helm	head
29562	Elite black platebody	torso
29564	Elite black platelegs	legs
29566	Dark squall hood	head
29568	Dark squall robe top	torso
29570	Dark squall robe bottom	legs
29577	Burning claws	weapon
29589	Emberlight	weapon
29591	Scorching bow	weapon
29593	null	?
29594	Purging staff	weapon
29599	Corrupted dark bow	weapon
29602	Corrupted volatile nightmare staff	weapon
29605	Armadyl godsword (deadman)	weapon
29607	Voidwaker (deadman)	weapon
29609	Volatile nightmare staff (deadman)	weapon
29611	Dark bow (deadman)	weapon
29613	Imbued zamorak cape (deadman)	cape
29615	Imbued guthix cape (deadman)	cape
29617	Imbued saradomin cape (deadman)	cape
29622	Armageddon teleport scroll	weapon
29686	Dni23 torso lightbuttons	torso
29688	Dni23 torso darkbuttons	torso
29690	Dni23 torso darkbuttons	torso
29692	Dni23 torso shirt	torso
29694	Dni23 torso stitching	torso
29696	Dni23 torso twotoned	torso
29698	Dni23 torso princely	torso
29700	Dni23 torso rippedweskit	torso
29702	Dni23 torso rippedweskit	torso
29704	Dni23 torso croptops	torso
29706	Dni23 torso poloneck	torso
29708	Dni23 torso simple	torso
29710	Dni23 torso frilly	torso
29712	Dni23 torso corsetry	torso
29714	Dni23 torso bodice	torso
29716	Dni23 arms thin	torso
29718	Dni23 arms shoulderpads	torso
29720	Dni23 arms thickstripe	torso
29722	Dni23 arms loosesleeves	torso
29724	Dni23 arms princely	torso
29726	Dni23 arms tattylong	torso
29728	Dni23 arms ripped	torso
29730	Dni23 arms bare	torso
29732	Dni23 arms frilly	torso
29734	Dni23 arms tattyshort	torso
29736	Dni23 arms bareshoulders	torso
29738	Dni23 legs shorts	legs
29740	Dni23 legs beach	legs
29742	Dni23 legs princely	legs
29744	Dni23 legs leggings	legs
29746	Dni23 legs sidestripes	legs
29748	Dni23 legs ripped	legs
29750	Dni23 legs patched	legs
29752	Dni23 legs skirt	legs
29754	Dni23 legs longskirt	legs
29756	Dni23 legs longnarrowskirt	legs
29758	Dni23 legs shortskirt	legs
29760	Dni23 legs layered	legs
29762	Dni23 legs sashdots	legs
29764	Dni23 legs bighem	legs
29766	Dni23 legs sashtrousers	legs
29768	Dni23 legs patterned	legs
29770	Dni23 legs tornskirt	legs
29772	Dni23 legs patchedskirt	legs
29774	Amy's saw (off-hand)	shield
29775	Imcando hammer (off-hand)	shield
29777	Bruma torch (off-hand)	shield
29796	Noxious halberd	weapon
29801	Amulet of rancour	amulet
29804	Amulet of rancour (s)	amulet
29806	Aranea boots	boots
29811	null	?
29812	null	?
29813	null	?
29814	null	?
29815	null	?
29816	Araxyte slayer helmet	head
29818	Araxyte slayer helmet (i)	head
29820	Araxyte slayer helmet (i)	head
29822	Araxyte slayer helmet (i)	head
29840	Eclipse moon chestplate	torso
29841	Eclipse moon tassets	legs
29842	Eclipse moon helm	head
29843	Blue moon chestplate	torso
29844	Blue moon tassets	legs
29845	Blue moon helm	head
29846	Blood moon chestplate	torso
29847	Blood moon tassets	legs
29848	Blood moon helm	head
29849	Blue moon spear	weapon
29850	Dual macuahuitl	weapon
29851	Eclipse atlatl	weapon
29868	Emissary hood	head
29870	Emissary robe top	torso
29872	Emissary robe bottom	legs
29874	Emissary sandals	boots
29889	Glacial temotli	weapon
29892	Pendant of ates (inert)	amulet
29893	Pendant of ates	amulet
29911	Prop sword	weapon
29912	Butler's tray	weapon
29913	Butler's tray	weapon
29914	Butler's uniform	torso
29915	Butler's uniform	legs
29916	Butler's uniform	torso
29918	Butler's uniform	legs
29920	Costume needle	?
29929	Ram mask	head
29930	Wolf mask	head
29931	Bird mask	head
29932	Jaguar mask	head
29933	Snake mask	head
29934	Ram mask	head
29936	Wolf mask	head
29938	Bird mask	head
29940	Jaguar mask	head
29942	Snake mask	head
29974	Prescription goggles	head
29976	Prescription goggles	head
29978	Alchemist labcoat	torso
29980	Alchemist labcoat	torso
29982	Alchemist pants	legs
29984	Alchemist pants	legs
29986	Alchemist gloves	hands
29988	Alchemist's amulet	amulet
29990	Alchemist's amulet	amulet
29992	Alchemist's amulet	amulet
30000	Chugging barrel	?
30034	null	weapon
30045	Graceful hood	head
30047	Graceful hood	head
30048	Graceful cape	cape
30050	Graceful cape	cape
30051	Graceful top	torso
30053	Graceful top	torso
30054	Graceful legs	legs
30056	Graceful legs	legs
30057	Graceful gloves	hands
30059	Graceful gloves	hands
30060	Graceful boots	boots
30062	Graceful boots	boots
30063	null	?
30064	Tome of earth	shield
30066	Tome of earth (empty)	shield
30070	Dragon hunter wand	weapon
30073	Hueycoatl hide coif	head
30076	Hueycoatl hide body	torso
30079	Hueycoatl hide chaps	legs
30082	Hueycoatl hide vambraces	hands
30111	Helmet of the moon	head
30156	Butler's tray	weapon
30157	Butler's tray	weapon
30232	Scarecrow shirt	torso
30237	Beige pumpkin (disgusted)	head
30239	Beige pumpkin (silly)	head
30241	Beige pumpkin (evil)	head
30242	Beige pumpkin (angry)	head
30243	Beige pumpkin (depressed)	head
30244	Beige pumpkin (shocked)	head
30245	Beige pumpkin (sad)	head
30246	Beige pumpkin (happy)	head
30247	Beige pumpkin (laughing)	head
30248	White pumpkin (disgusted)	head
30249	White pumpkin (silly)	head
30250	White pumpkin (evil)	head
30251	White pumpkin (angry)	head
30252	White pumpkin (depressed)	head
30253	White pumpkin (shocked)	head
30254	White pumpkin (sad)	head
30255	White pumpkin (happy)	head
30256	White pumpkin (laughing)	head
30257	Yellow pumpkin (disgusted)	head
30258	Yellow pumpkin (silly)	head
30259	Yellow pumpkin (evil)	head
30260	Yellow pumpkin (angry)	head
30261	Yellow pumpkin (depressed)	head
30262	Yellow pumpkin (shocked)	head
30263	Yellow pumpkin (sad)	head
30264	Yellow pumpkin (happy)	head
30265	Yellow pumpkin (laughing)	head
30266	Orange pumpkin (disgusted)	head
30267	Orange pumpkin (silly)	head
30268	Orange pumpkin (evil)	head
30269	Orange pumpkin (angry)	head
30270	Orange pumpkin (depressed)	head
30271	Orange pumpkin (shocked)	head
30272	Orange pumpkin (sad)	head
30273	Orange pumpkin (happy)	head
30274	Orange pumpkin (laughing)	head
30275	Red pumpkin (disgusted)	head
30276	Red pumpkin (silly)	head
30277	Red pumpkin (evil)	head
30278	Red pumpkin (angry)	head
30279	Red pumpkin (depressed)	head
30280	Red pumpkin (shocked)	head
30281	Red pumpkin (sad)	head
30282	Red pumpkin (happy)	head
30283	Red pumpkin (laughing)	head
30284	Dark green pumpkin (disgusted)	head
30285	Dark green pumpkin (silly)	head
30286	Dark green pumpkin (evil)	head
30287	Dark green pumpkin (angry)	head
30288	Dark green pumpkin (depressed)	head
30289	Dark green pumpkin (shocked)	head
30290	Dark green pumpkin (sad)	head
30291	Dark green pumpkin (happy)	head
30292	Dark green pumpkin (laughing)	head
30293	Powder grey pumpkin (disgusted)	head
30294	Powder grey pumpkin (silly)	head
30295	Powder grey pumpkin (evil)	head
30296	Powder grey pumpkin (angry)	head
30297	Powder grey pumpkin (depressed)	head
30298	Powder grey pumpkin (shocked)	head
30299	Powder grey pumpkin (sad)	head
30300	Powder grey pumpkin (happy)	head
30301	Powder grey pumpkin (laughing)	head
30302	Torva full helm	head
30303	Torva platebody	torso
30304	Torva platelegs	legs
30305	Arclight (inactive)	weapon
30320	Arrav's axe	weapon
30321	Zombie helmet	head
30340	Crystal dagger (perfected)	weapon
30342	Infernal harpoon (or)	weapon
30343	Infernal harpoon (uncharged)	weapon
30344	null	weapon
30345	Infernal pickaxe (or)	weapon
30346	Infernal pickaxe (uncharged)	weapon
30347	Infernal axe (or)	weapon
30348	Infernal axe (uncharged)	weapon
30349	Dragon harpoon (or)	weapon
30350	null	weapon
30351	Dragon pickaxe (or)	weapon
30352	Dragon axe (or)	weapon
30357	Forager's pouch	shield
30361	Banker's briefcase	cape
30365	Pocket kingdom	?
30367	The dogsword	weapon
30369	Sunlight spear	weapon
30371	Devil's element	shield
30373	Drygore blowpipe (empty)	weapon
30374	Drygore blowpipe	weapon
30376	Amulet of the monarchs	amulet
30380	Gloves of the damned	hands
30382	Thousand-dragon ward	shield
30386	Sunlit bracers	hands
30388	Thunder khopesh	weapon
30390	Nature's reprisal	weapon
30392	Nature's reprisal (uncharged)	weapon
30404	Raging echoes hat (t1)	head
30406	Raging echoes top (t1)	torso
30408	Raging echoes robeskirt (t1)	legs
30410	Raging echoes boots (t1)	boots
30412	Raging echoes hat (t2)	head
30414	Raging echoes top (t2)	torso
30416	Raging echoes robeskirt (t2)	legs
30418	Raging echoes boots (t2)	boots
30420	Raging echoes hat (t3)	head
30422	Raging echoes top (t3)	torso
30424	Raging echoes robeskirt (t3)	legs
30426	Raging echoes boots (t3)	boots
30428	Raging echoes cane	weapon
30430	Raging echoes banner	weapon
30432	Echo venator bow ornament kit	?
30434	Echo venator bow	weapon
30436	Echo venator bow (uncharged)	weapon
30437	Echo virtus mask	head
30439	Echo virtus robe top	torso
30441	Echo virtus robe bottom	legs
30445	Echo ahrim's hood	head
30447	Echo ahrim's robetop	torso
30449	Echo ahrim's robeskirt	legs
30453	Echo home teleport scroll	weapon
30455	Raging echoes death scroll	?
30457	Raging echoes astral contact scroll	?
30459	Raging echoes nexus scroll	?
30461	Raging echoes portal scroll	?
30465	Raging echoes dragon trophy	weapon
30467	Raging echoes rune trophy	weapon
30469	Raging echoes adamant trophy	weapon
30471	Raging echoes mithril trophy	shield
30473	Raging echoes steel trophy	shield
30475	Raging echoes iron trophy	shield
30477	Raging echoes bronze trophy	shield
30479	Present box hat	head
30481	Present box hat	head
30483	Present box hat	head
30485	Present box hat	head
30487	Dog disguise	head
30489	Festive scarf	amulet
30491	Dog boots	boots
30519	Echo ahrim's hood 100	head
30521	Echo ahrim's robetop 100	torso
30523	Echo ahrim's robeskirt 100	legs
30525	Echo ahrim's hood 75	head
30527	Echo ahrim's robetop 75	torso
30529	Echo ahrim's robeskirt 75	legs
30531	Echo ahrim's hood 50	head
30533	Echo ahrim's robetop 50	torso
30535	Echo ahrim's robeskirt 50	legs
30537	Echo ahrim's hood 25	head
30539	Echo ahrim's robetop 25	torso
30541	Echo ahrim's robeskirt 25	legs
30543	Echo ahrim's hood 0	head
30545	Echo ahrim's robetop 0	torso
30547	Echo ahrim's robeskirt 0	legs
30560	Raging echoes scrying pool scroll	?
30563	Raging echoes spirit tree scroll	?
30568	Echo ahrim's staff	weapon
30570	Echo ahrim's staff 100	weapon
30571	Echo ahrim's staff 75	weapon
30572	Echo ahrim's staff 50	weapon
30573	Echo ahrim's staff 25	weapon
30574	Echo ahrim's staff 0	weapon
30579	Collection log	shield
30581	Collection log	shield
30583	Collection log	shield
30585	Collection log	shield
30587	Collection log	shield
30589	Collection log	shield
30591	Collection log	shield
30593	Collection log	shield
30595	Collection log	shield
30597	Bronze staff of collection	weapon
30599	Iron staff of collection	weapon
30601	Steel staff of collection	weapon
30603	Black staff of collection	weapon
30605	Mithril staff of collection	weapon
30607	Adamant staff of collection	weapon
30609	Rune staff of collection	weapon
30611	Dragon staff of collection	weapon
30613	Gilded staff of collection	weapon
30634	Twinflame staff	weapon
30637	Giantsoul amulet (uncharged)	amulet
30638	Giantsoul amulet	amulet
30642	null	?
30643	null	?
30646	Classic imp tail	cape
30648	Classic imp hood	head
30720	Carrot costume hat	head
30722	Carrot costume body	torso
30724	Carrot costume tights	legs
30726	Carrot costume gloves	hands
30750	Oathplate helm	head
30753	Oathplate chest	torso
30756	Oathplate legs	legs
30759	Soulflame horn	weapon
30762	null	?
30777	Radiant oathplate helm	head
30779	Radiant oathplate chest	torso
30781	Radiant oathplate legs	legs
30872		weapon
30874	null	?
30887	Polycatalytic guardian stone	?
30891	Keris partisan of amascut	weapon
30944	Makeshift blackjack	?
30947	Potato sack	head
30955	Arkan blade	weapon
30957	Earthbound tecpatl	weapon
30965	Knife blade	?
30970	Egg	weapon
31034	Greenman mask	head
31037	Greenman mask (normal)	head
31038	Greenman mask (oak)	head
31039	Greenman mask (willow)	head
31040	Greenman mask (maple)	head
31041	Greenman mask (yew)	head
31042	Greenman mask (magic)	head
31043	Fletching knife	shield
31049	Redwood hiking staff	weapon
31081	Antler guard	shield
31088	Avernic treads	boots
31091	Avernic treads (pr)	boots
31092	Avernic treads (pe)	boots
31093	Avernic treads (et)	boots
31094	Avernic treads (pr)(pe)	boots
31095	Avernic treads (pr)(et)	boots
31096	Avernic treads (pe)(et)	boots
31097	Avernic treads (max)	boots
31106	Confliction gauntlets	hands
31113	Eye of ayak	weapon
31115	Eye of ayak (uncharged)	weapon
31117	Orange	head
31132	Dinh's blazing bulwark	weapon
31133	Venator bow	weapon
31172	Battlehat	head
31181	Grid master tabard	torso
31184	Grid master tabard (b)	torso
31187	Grid master tabard (p)	torso
31190	Grid master tabard (g)	torso
31193	Swords and emblem	cape
31196	Swords and emblem (b)	cape
31199	Swords and emblem (p)	cape
